MW,LogP,TPSA,HBD,HBA,RotBonds,RingCount,AromaticRings,HeavyAtoms,FractionCSP3,NumF,NumCl,NumBr,NumN,NumO,NumS,NumSi,NumP,HasCu,HasZn,HasAg,HasTi,ChargeDensity,HydrophilicLipophilicBalance,SurfaceEnergyEstimate,ElasticModulusEstimate,RoughnessPotential,CrosslinkPotential,SMILES,material_class,material_name,antifouling_efficiency_pct,fouling_release_pct,antibacterial_rate_pct,diatom_removal_pct,is_original,SE_x_EModulus,LogP_x_TPSA,F_x_Si,ChargeDensity_x_HLB,MW_x_LogP,HBD_x_HBA,RotBonds_x_MW,RingFrac,AromaFrac,FracF,FracSi,PolarFrac,SE_minus_EMod,Kendall_index
330.5930000000002,2.789600000000001,79.17999999999999,4.0,3.0,14.0,0.0,0.0,22.0,0.9375,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.834827113701739,36.5156,1.3199999999999998,0.11,0.22727272727272727,C[Si](C)(C)NCCCCCCNC(=O)NCCCCCCN,silicone,PDMS-PUa自修复,80.0,88.0,60.0,85.0,True,48.20059199999999,220.88052800000006,0.0,0.0,922.2222328000008,12.0,0.04234814409258512,0.0,0.0,0.0,0.045454545454545456,0.22727272727272727,29.915599999999998,27.62098872158883
350.5640000000001,3.0939000000000005,96.89,3.0,4.0,10.0,0.0,0.0,22.0,0.8461538461538461,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.714266153969031,33.45915,1.0,0.11,0.3181818181818182,C[Si](C)(C)O[Si](C)(C)OC(=O)NCCCCCCNC(=O)O,silicone,硅氧烷-聚氨酯,75.0,82.0,50.0,76.0,True,33.45915,299.76797100000005,0.0,0.0,1084.6099596000004,12.0,0.028525461827226976,0.0,0.0,0.0,0.09090909090909091,0.3181818181818182,28.45915,18.29184244410606
222.46499999999997,2.0544,43.370000000000005,0.0,3.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.705189580383432,29.4184,0.7599999999999998,0.06,0.25,C[Si](C)(C)O[Si](C)(C)C.[Si](=O)(=O),silicone,PDMS/SiO2纳米复合,76.0,86.0,52.0,80.0,True,22.35798399999999,89.099328,0.0,0.0,457.0320959999999,0.0,0.008990178230283417,0.0,0.0,0.0,0.25,0.25,25.6184,13.010965472461837
227.77099999999996,2.670300000000001,9.23,0.0,1.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4859661677737732,30.494549999999997,1.16,0.35,0.1,C[Si](C)(C)O[Si](C)(C)C.[Zn],silicone,PDMS/ZnO纳米复合,78.0,84.0,72.0,80.0,True,35.37367799999999,24.64686900000001,0.0,0.0,608.2169013000001,0.0,0.008780749085704503,0.0,0.0,0.0,0.2,0.1,24.694549999999996,20.99476967270663
533.1560000000002,6.264800000000007,55.38000000000001,0.0,6.0,12.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8089414730397846,12.60279999999999,-1.0,0.145,0.20689655172413793,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,silicone,PDMS七聚体MW1200,76.0,89.0,45.0,79.0,True,-12.60279999999999,346.9446240000005,0.0,0.0,3340.115708800005,0.0,0.022507483738342993,0.0,0.0,0.0,0.2413793103448276,0.20689655172413793,17.602799999999988,1.122621931016849
230.37799999999993,3.6053000000000024,9.23,0.0,1.0,3.0,0.0,0.0,13.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4691507001536612,21.592049999999997,1.14,0.065,0.07692307692307693,C[Si](C)(C)O[Si](C)(CC(F)(F)F)C,silicone,PDMS+三氟甲基侧链,84.0,91.0,52.0,86.0,True,24.614936999999994,33.27691900000002,6.0,0.0,830.5818034000002,0.0,0.013022076760801816,0.0,0.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,15.892049999999998,17.26421908471933
164.35299999999998,1.5319999999999998,29.46,1.0,2.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.252553953989279,32.702,1.16,0.045,0.2222222222222222,C[Si](C)(O)O[Si](C)(C)C,silicone,羟基封端PDMS,70.0,82.0,42.0,74.0,True,37.93431999999999,45.13272,0.0,0.0,251.78879599999993,2.0,0.012168929073396896,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,26.901999999999997,21.741382518812667
362.7790000000002,6.902100000000008,18.46,0.0,2.0,13.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8659293950311338,21.646849999999986,0.5399999999999998,0.11,0.09090909090909091,C[Si](C)(C)O[Si](C)(C)O[Si](C)(CCCCCCCCCC)C,silicone,PDMS+癸基硅油,81.0,91.0,47.0,82.0,True,11.68929899999999,127.41276600000015,0.0,0.0,2503.9369359000043,0.0,0.03583448876588775,0.0,0.0,0.0,0.13636363636363635,0.09090909090909091,18.946849999999987,8.663579278345859
238.47899999999998,3.2586200000000023,9.23,0.0,1.0,3.0,1.0,1.0,15.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4192444617765088,29.612069999999996,1.5399999999999998,0.175,0.06666666666666667,C[Si](C)(C)O[Si](C)(c1ccc(C)cc1)C,silicone,PDMS+甲苯基硅油,80.0,90.0,47.0,82.0,True,45.60258779999999,30.077062600000023,0.0,0.0,777.1124389800005,0.0,0.012579724000855422,0.06666666666666667,1.0,0.0,0.13333333333333333,0.06666666666666667,21.912069999999996,32.043089562618476
216.47299999999993,4.009200000000003,9.23,0.0,1.0,6.0,0.0,0.0,13.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5635206238191375,28.486199999999997,1.08,0.065,0.07692307692307693,C[Si](C)(C)O[Si](C)(CCCC=C)C,silicone,PDMS+乙烯基改性,77.0,87.0,44.0,79.0,True,30.765096,37.00491600000003,0.0,0.0,867.8835516000005,0.0,0.02771708249989607,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,23.086199999999998,18.506200349450058
205.44999999999993,2.3918,35.25,1.0,2.0,5.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.263567778048188,31.7123,1.1,0.06,0.16666666666666666,C[Si](C)(C)O[Si](C)(CCCN)C,silicone,PDMS+氨基改性,79.0,86.0,55.0,81.0,True,34.88353,84.31094999999999,0.0,0.0,491.3953099999998,2.0,0.024336821611097598,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,26.2123,19.980845912132995
220.41699999999994,2.5177000000000005,46.53,1.0,2.0,5.0,0.0,0.0,13.0,0.875,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.777580676626577,31.72345,1.1,0.065,0.23076923076923078,C[Si](C)(C)O[Si](C)(CCC(=O)O)C,silicone,PDMS+羧基改性,78.0,85.0,52.0,80.0,True,34.895795,117.14858100000002,0.0,0.0,554.9438809,2.0,0.022684275713760742,0.0,0.0,0.0,0.15384615384615385,0.23076923076923078,26.22345,19.984358222064994
250.44299999999993,2.1441999999999997,55.760000000000005,1.0,3.0,7.0,0.0,0.0,15.0,0.8888888888888888,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.556234352726969,32.7837,1.06,0.075,0.26666666666666666,C[Si](C)(C)O[Si](C)(CCOCC(=O)O)C,silicone,PDMS+羧基PEG改性,82.0,87.0,62.0,83.0,True,34.750722,119.56059199999999,0.0,0.0,536.9998805999998,3.0,0.02795047176403414,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,27.483700000000002,19.401217456919387
344.4189999999999,5.266000000000004,9.23,0.0,1.0,6.0,0.0,0.0,20.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9826983993333704,10.0,1.08,0.1,0.05,C[Si](C)(C)O[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)F)C,silicone,PDMS+全氟辛基,89.0,95.0,60.0,91.0,True,10.8,48.60518000000003,14.0,0.0,1813.710454000001,0.0,0.017420641718372102,0.0,0.0,0.35,0.1,0.05,4.6,10.964781961431852
280.38499999999993,4.240600000000003,9.23,0.0,1.0,4.0,0.0,0.0,16.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207125916151007,15.639099999999996,1.12,0.08,0.0625,C[Si](C)(C)O[Si](C)(CC(F)(F)C(F)(F)F)C,silicone,PDMS+全氟丁基,87.0,93.0,57.0,89.0,True,17.515791999999998,39.140738000000034,10.0,0.0,1189.0006310000006,0.0,0.014266098400413721,0.0,0.0,0.3125,0.125,0.0625,10.039099999999994,14.358394394902762
392.71500000000003,5.432200000000005,27.69,0.0,3.0,8.0,0.0,0.0,22.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58553913143119,13.851699999999992,0.24,0.11,0.13636363636363635,C[Si](C)(C)O[Si](C)(C)O[Si](C)(CCC(F)(F)F)O[Si](C)(C)C,silicone,双氟硅改性PDMS,87.0,94.0,58.0,90.0,True,3.324407999999998,150.41761800000015,12.0,0.0,2133.3064230000023,0.0,0.020371006964338006,0.0,0.0,0.13636363636363635,0.18181818181818182,0.13636363636363635,12.651699999999993,4.9062710625879316
398.7210000000003,2.8035000000000005,66.38000000000001,1.0,6.0,15.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148361887134108,29.79475,0.4999999999999998,0.12,0.25,C[Si](C)(C)O[Si](C)(C)O[Si](C)(CCOCCOCCOCCO)C,silicone,PDMS-g-PEG600,85.0,89.0,70.0,86.0,True,14.897374999999993,186.09633000000005,0.0,0.0,1117.8143235000011,6.0,0.03762029088008906,0.0,0.0,0.0,0.125,0.25,27.29475,9.706661234188704
350.60800000000006,2.4082000000000003,79.82000000000001,3.0,5.0,12.0,0.0,0.0,22.0,0.9285714285714286,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.703349609820653,33.9877,0.96,0.11,0.2727272727272727,C[Si](C)(C)O[Si](C)(C)NCCCCCCNC(=O)OCCO,silicone,PDMS-PU-PEG,83.0,88.0,66.0,84.0,True,32.628192,192.22252400000005,0.0,0.0,844.3341856000003,15.0,0.0342262583854333,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,29.187699999999996,17.60600772599423
210.24799999999996,2.670300000000001,9.23,0.0,1.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.609813173014726,30.494549999999997,1.16,0.35,0.1,C[Si](C)(C)O[Si](C)(C)C.[Ti],silicone,PDMS/TiO2纳米复合,79.0,85.0,68.0,81.0,True,35.37367799999999,24.64686900000001,0.0,0.0,561.4252344000001,0.0,0.00951257562497622,0.0,0.0,0.0,0.2,0.1,24.694549999999996,20.99476967270663
270.24899999999997,2.670300000000001,9.23,0.0,1.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2524005639243811,30.494549999999997,1.16,0.05,0.1,C[Si](C)(C)O[Si](C)(C)C.[Ag],silicone,PDMS/Ag纳米复合,78.0,83.0,82.0,80.0,True,35.37367799999999,24.64686900000001,0.0,0.0,721.6459047000002,0.0,0.0074005824258369145,0.0,0.0,0.0,0.2,0.1,24.694549999999996,20.99476967270663
370.7430000000001,4.200500000000003,64.99000000000001,1.0,4.0,6.0,0.0,0.0,21.0,0.9166666666666666,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6662512845825805,24.199249999999996,0.2799999999999998,0.105,0.23809523809523808,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C.CC(=O)O,silicone,PDMS+醋酸封端,74.0,85.0,48.0,77.0,True,6.775789999999994,272.9904950000002,0.0,0.0,1557.3059715000013,4.0,0.016183717561761107,0.0,0.0,0.0,0.19047619047619047,0.23809523809523808,22.799249999999997,6.790487484648807
224.45199999999997,2.9502000000000015,9.23,0.0,1.0,3.0,1.0,1.0,14.0,0.45454545454545453,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5079393366955967,30.0747,1.5399999999999998,0.17,0.07142857142857142,C[Si](C)(c1ccccc1)O[Si](C)(C)C,silicone,苯基甲基硅氧烷,78.0,89.0,46.0,80.0,True,46.315037999999994,27.230346000000015,0.0,0.0,662.1782904000003,0.0,0.01336588669292321,0.07142857142857142,1.0,0.0,0.14285714285714285,0.07142857142857142,22.3747,32.29242443097878
384.8460000000001,4.828000000000005,36.92,0.0,4.0,8.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.517874682340468,19.757999999999992,-0.16000000000000014,0.105,0.19047619047619047,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,silicone,PDMS四聚体,73.0,86.0,43.0,77.0,True,-3.1612800000000014,178.24976000000018,0.0,0.0,1858.0364880000025,0.0,0.02078753579353819,0.0,0.0,0.0,0.23809523809523808,0.19047619047619047,20.557999999999993,3.6971876235074057
296.588,2.1145999999999994,58.92,2.0,4.0,7.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.713069982602128,29.8281,0.6599999999999997,0.085,0.23529411764705882,C[Si](C)(C)O[Si](C)(C)O[Si](C)(CC(O)CO)C,silicone,PDMS+甘油改性,80.0,87.0,58.0,82.0,True,19.68654599999999,124.59223199999997,0.0,0.0,627.1649847999998,8.0,0.023601764063279698,0.0,0.0,0.0,0.17647058823529413,0.23529411764705882,26.528100000000002,11.67650299903676
256.4719999999999,1.9307999999999998,63.60000000000001,1.0,3.0,5.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.486758788483735,33.1038,1.1,0.07,0.2857142857142857,C[Si](C)(C)O[Si](C)(CCS(=O)(=O)O)C,silicone,PDMS+磺酸基改性,81.0,84.0,62.0,81.0,True,36.41418,122.79888000000001,0.0,0.0,495.1961375999998,3.0,0.01949530553042828,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,27.6038,20.41450833278915
234.51199999999994,2.749200000000001,9.23,0.0,1.0,5.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,2.6372211230128957,32.24762857142857,1.1357142857142857,0.07,0.07142857142857142,C[Si](C)(C)O[Si](C)(CC[N+](C)(C)C)C,silicone,PDMS+季铵盐改性,80.0,83.0,78.0,80.0,True,36.62409244897959,25.37511600000001,0.0,0.18837293735806396,644.7203904,0.0,0.021320870573787273,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,26.56905714285714,20.994524088456302
272.38599999999997,2.1522999999999994,75.99000000000001,2.0,3.0,6.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.431975211648177,33.27155,1.08,0.075,0.3333333333333333,C[Si](C)(C)O[Si](C)(CCOP(=O)(O)O)C,silicone,PDMS+磷酸基改性,80.0,85.0,60.0,82.0,True,35.933274,163.55327699999998,0.0,0.0,586.2563877999997,6.0,0.022027563824866186,0.0,0.0,0.0,0.13333333333333333,0.3333333333333333,27.87155,20.00030031014409
263.48599999999993,1.5415999999999996,58.56,2.0,3.0,7.0,0.0,0.0,16.0,0.9,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1506341892927905,33.9876,1.06,0.08,0.25,C[Si](C)(C)O[Si](C)(CCC(=O)NCCO)C,silicone,PDMS+羟乙基酰胺,81.0,87.0,56.0,83.0,True,36.026856,90.27609599999998,0.0,0.0,406.1900175999998,6.0,0.026566876418481444,0.0,0.0,0.0,0.125,0.25,28.6876,19.754236514223336
288.03099999999995,4.0169,0.0,0.0,0.0,2.0,0.0,0.0,17.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.96,0.085,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,fluoropolymer,全氟戊烷,70.0,75.0,35.0,68.0,True,19.6,0.0,0.0,0.0,1156.9917238999997,0.0,0.006943697032611074,0.0,0.0,0.7058823529411765,0.0,0.0,0.1999999999999993,30.19951720402016
320.941,4.5555,0.0,0.0,0.0,2.0,0.0,0.0,17.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.96,0.085,0.0,FC(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)F,fluoropolymer,PCTFE类,72.0,78.0,38.0,70.0,True,19.6,0.0,0.0,0.0,1462.0467255,0.0,0.006231674980759704,0.0,0.0,0.5882352941176471,0.0,0.0,0.1999999999999993,30.19951720402016
100.01400000000001,1.991,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0135,2.0,0.03,0.0,FC(F)=C(F)F,fluoropolymer,PTFE单体单元,65.0,70.0,32.0,62.0,True,54.027,0.0,0.0,0.0,199.12787400000002,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,17.0135,51.97451298473128
142.07600000000002,1.4135,37.3,1.0,1.0,2.0,0.0,0.0,9.0,0.75,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.029702412793151,31.37975,1.96,0.045,0.2222222222222222,OC(=O)CCC(F)(F)F,fluoropolymer,含氟丙烯酸酯单体,82.0,88.0,55.0,84.0,True,61.504310000000004,52.723549999999996,0.0,0.0,200.82442600000002,1.0,0.014076972887750215,0.0,0.0,0.3333333333333333,0.0,0.2222222222222222,21.57975,53.49642243765335
214.03599999999997,1.9039000000000001,37.3,1.0,1.0,2.0,0.0,0.0,13.0,0.75,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.338690687547889,20.64415,1.96,0.065,0.15384615384615385,OC(=O)C(F)(F)C(F)(F)C(F)(F)F,fluoropolymer,全氟丙烯酸酯,84.0,90.0,58.0,86.0,True,40.462534,71.01547,0.0,0.0,407.5031404,1.0,0.009344222467248501,0.0,0.0,0.5384615384615384,0.0,0.15384615384615385,10.844149999999999,43.39088449120311
256.11699999999996,2.9301000000000013,37.3,1.0,1.0,4.0,0.0,0.0,16.0,0.8571428571428571,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.790131072908085,19.10485,1.92,0.08,0.125,OC(=O)C(C)CC(F)(F)C(F)(F)C(F)(F)F,fluoropolymer,含氟甲基丙烯酸酯,86.0,91.0,56.0,87.0,True,36.681312,109.29273000000003,0.0,0.0,750.4484217000003,1.0,0.015617862148939744,0.0,0.0,0.4375,0.0,0.125,9.50485,39.863168567426825
254.15400000000002,2.9678000000000013,37.3,1.0,1.0,3.0,1.0,1.0,17.0,0.3,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8116811067305645,24.048299999999998,2.34,0.185,0.11764705882352941,FC(F)(F)C(F)(F)c1ccc(CC(=O)O)cc1,fluoropolymer,含氟芳香酸,83.0,89.0,52.0,85.0,True,56.27302199999999,110.69894000000004,0.0,0.0,754.2782412000004,1.0,0.011803866946811774,0.058823529411764705,1.0,0.29411764705882354,0.0,0.11764705882352941,12.348299999999998,72.53409395672217
