MW,LogP,TPSA,HBD,HBA,RotBonds,RingCount,AromaticRings,HeavyAtoms,FractionCSP3,NumF,NumCl,NumBr,NumN,NumO,NumS,NumSi,NumP,HasCu,HasZn,HasAg,HasTi,ChargeDensity,HydrophilicLipophilicBalance,SurfaceEnergyEstimate,ElasticModulusEstimate,RoughnessPotential,CrosslinkPotential,SMILES,material_class,material_name,antifouling_efficiency_pct,fouling_release_pct,antibacterial_rate_pct,diatom_removal_pct,is_original
304.259,1.9967,58.2,2.0,2.0,10.0,0.0,0.0,20.0,0.8181818181818182,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.326577028124064,27.10495,1.8,0.1,0.2,FC(F)(F)C(F)(F)CC(=O)NCCCCCCNC(=O),fluoropolymer,含氟聚氨酯,82.0,88.0,58.0,84.0,True
238.108,0.0803999999999997,66.76,2.0,4.0,4.0,0.0,0.0,15.0,0.8333333333333334,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.936465805432829,29.3794,1.92,0.075,0.2666666666666666,FC(F)(F)C(F)(F)C(=O)OCC(O)CO,fluoropolymer,含氟甘油酯,80.0,86.0,54.0,82.0,True
106.077,-1.5758,77.76,3.0,3.0,2.0,0.0,0.0,7.0,0.6666666666666666,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.532811071202994,44.3637,1.96,0.035,0.5714285714285714,OC(=O)C(O)CO,hydrogel,PVA单体单元,72.0,58.0,68.0,62.0,True
150.174,-0.9958000000000002,58.92,2.0,4.0,7.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.308135895694328,43.4937,1.86,0.05,0.4,OCCOCCOCCO,hydrogel,PEG200,78.0,64.0,72.0,70.0,True
326.3860000000001,-0.929399999999996,95.84000000000002,2.0,8.0,19.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43075377007592,45.3941,1.62,0.11,0.3636363636363636,OCCOCCOCCOCCOCCOCCOCCO,hydrogel,PEG600,80.0,66.0,75.0,72.0,True
182.172,-3.5854000000000004,121.38,6.0,6.0,5.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.872076938278113,48.3781,1.9,0.06,0.5,OCC(O)C(O)C(O)C(O)CO,hydrogel,山梨醇(水凝胶交联剂),70.0,55.0,65.0,58.0,True
72.06300000000002,0.257,37.3,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91632321718496,40.6145,1.98,0.025,0.4,OC(=O)C=C,hydrogel,丙烯酸(水凝胶单体),74.0,60.0,70.0,64.0,True
134.08700000000002,-1.0934,94.83,3.0,3.0,3.0,0.0,0.0,9.0,0.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.347006048311917,44.1401,1.94,0.045,0.5555555555555556,OC(=O)C(O)CC(=O)O,hydrogel,柠檬酸(交联剂),68.0,52.0,62.0,56.0,True
133.103,-1.1270000000000002,100.62,3.0,3.0,3.0,0.0,0.0,9.0,0.5,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.232158553901863,44.4905,1.94,0.045,0.5555555555555556,OC(=O)C(N)CC(=O)O,hydrogel,天冬氨酸,72.0,58.0,68.0,62.0,True
114.104,-1.4868,86.18,2.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.027273364649792,44.830200000000005,1.96,0.04,0.5,NC(=O)C=CC(=O)N,hydrogel,双丙烯酰胺(交联剂),70.0,56.0,66.0,60.0,True
150.08599999999998,-2.1226,115.06000000000002,4.0,4.0,3.0,0.0,0.0,10.0,0.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.325919805977907,46.1839,1.94,0.05,0.6,OC(=O)C(O)C(O)C(=O)O,hydrogel,酒石酸,66.0,50.0,60.0,54.0,True
152.146,-2.9463000000000004,101.15,5.0,5.0,4.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.84585858320298,46.91945,1.92,0.05,0.5,OC[C@@H](O)[C@@H](O)[C@@H](O)CO,hydrogel,D-山梨糖醇,72.0,58.0,68.0,62.0,True
179.17200000000005,-3.2549999999999994,116.17,5.0,6.0,1.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.789453709284931,48.1825,2.08,0.16,0.5,OC[C@H]1OC(O)[C@H](N)[C@@H](O)[C@@H]1O,hydrogel,壳聚糖单体单元,76.0,58.0,82.0,66.0,True
180.156,-3.2214000000000005,110.38,5.0,6.0,1.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.882812673460776,47.8321,2.08,0.16,0.5,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,hydrogel,海藻酸钠单体,70.0,52.0,65.0,58.0,True
181.257,-0.3721000000000001,57.2,0.0,3.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,7.472263140182173,45.58542272727272,2.0109090909090908,0.055,0.2727272727272727,C[N+](C)(C)CCCS([O-])(=O)=O,zwitterionic,SBMA单体(磺酸甜菜碱),85.0,78.0,82.0,80.0,True
117.14799999999998,-1.5574999999999983,40.13,0.0,2.0,2.0,0.0,0.0,8.0,0.8,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8.538430020145459,47.88625,2.085,0.04,0.25,C[N+](C)(C)CC(=O)[O-],zwitterionic,CBMA单体(羧酸甜菜碱),88.0,82.0,85.0,84.0,True
183.144,-0.8301000000000003,69.59,1.0,3.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1818181818181818,9.277836019744027,46.772422727272726,2.0109090909090908,0.055,0.3636363636363636,C[N+](C)(C)CCOP([O-])(=O)O,zwitterionic,磷酸胆碱(MPC),86.0,80.0,84.0,82.0,True
204.251,-0.7521000000000002,66.00999999999999,0.0,3.0,4.0,1.0,1.0,13.0,0.5714285714285714,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,8.088185614758311,46.53584230769231,2.396923076923077,0.165,0.2307692307692307,C[N+]1=CC=CN1CCCS([O-])(=O)=O,zwitterionic,SBVI(磺酸甜菜碱乙烯基咪唑),87.0,81.0,83.0,83.0,True
181.257,-0.3721000000000001,57.2,0.0,3.0,4.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,7.472263140182173,45.58542272727272,2.0109090909090908,0.055,0.2727272727272727,C[N+](C)(C)CCCS([O-])(=O)=O,zwitterionic,DMAPS,85.0,78.0,82.0,80.0,True
133.10299999999998,-1.127,100.62000000000002,3.0,3.0,3.0,0.0,0.0,9.0,0.5,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.232158553901868,44.4905,1.94,0.045,0.5555555555555556,N[C@@H](CC(=O)O)C(=O)O,zwitterionic,天冬氨酸两性离子,82.0,75.0,78.0,76.0,True
146.19,-2.5241999999999987,93.79,2.0,3.0,5.0,0.0,0.0,10.0,0.8333333333333334,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.491620493877832,49.3863,2.0,0.05,0.4,N[C@@H](CCCC[NH3+])C(=O)[O-],zwitterionic,赖氨酸两性离子,80.0,72.0,76.0,74.0,True
147.13,-0.7368999999999997,100.62000000000002,3.0,3.0,4.0,0.0,0.0,10.0,0.6,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.970638211105824,43.90535,1.92,0.05,0.5,N[C@@H](CCC(=O)O)C(=O)O,zwitterionic,谷氨酸两性离子,82.0,74.0,78.0,76.0,True
105.093,-1.6093999999999995,83.55,3.0,3.0,2.0,0.0,0.0,7.0,0.6666666666666666,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3890934695936,44.7141,1.96,0.035,0.5714285714285714,N[C@@H](CO)C(=O)O,zwitterionic,丝氨酸两性离子,80.0,72.0,76.0,74.0,True
132.163,-2.914299999999999,93.79,2.0,3.0,4.0,0.0,0.0,9.0,0.8,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,10.499005016532616,50.0,2.031111111111111,0.045,0.4444444444444444,N[C@@H](CCC[NH3+])C(=O)[O-],zwitterionic,鸟氨酸两性离子,81.0,73.0,77.0,75.0,True
92.163,-0.8179000000000001,23.06,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.972526935972137,47.72685,2.18,0.025,0.2,C[S+](C)C[O-],zwitterionic,硫叶立德两性离子,88.0,84.0,86.0,86.0,True
313.4920000000001,0.7043000000000013,75.66,0.0,5.0,7.0,0.0,0.0,19.0,0.8181818181818182,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1052631578947368,6.479654983221262,40.82249736842105,1.5126315789473683,0.095,0.2631578947368421,C[N+](C)(C)CCCS([O-])(=O)=O.C[Si](OC)(OC)C=C,zwitterionic,SBMA-VTMO杂化,90.0,85.0,88.0,88.0,True
194.653,-0.9893,77.42999999999999,1.0,3.0,1.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,7.37137367520665,46.48395,2.08,0.05,0.4,OC(=O)C=C.CC(=O)[O-].[Cu+2],self_polishing,丙烯酸铜SPC,88.0,70.0,92.0,75.0,True
196.497,-0.9893,77.42999999999999,1.0,3.0,1.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,7.30219799793381,46.48395,2.08,0.35,0.4,OC(=O)C=C.CC(=O)[O-].[Zn+2],self_polishing,丙烯酸锌SPC,85.0,68.0,88.0,72.0,True
149.636,0.6446000000000001,37.3,1.0,1.0,1.0,0.0,0.0,7.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1428571428571428,4.775588762062605,42.17595714285714,2.051428571428572,0.035,0.2857142857142857,CC(=C)C(=O)O.[Cu+2],self_polishing,甲基丙烯酸铜SPC,86.0,72.0,90.0,74.0,True
146.142,0.4362999999999999,63.6,1.0,3.0,3.0,0.0,0.0,10.0,0.3333333333333333,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62899098137428,41.34555,1.94,0.05,0.4,OC(=O)C=C.C(=O)OCC,self_polishing,丙烯酸乙酯水解型SPC,82.0,65.0,85.0,68.0,True
208.286,0.7512999999999999,64.99000000000001,1.0,4.0,4.0,0.0,0.0,13.0,0.5714285714285714,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.305791075732406,38.37305,1.52,0.065,0.3846153846153846,OC(=O)C=C.[Si](OC)(OC)(OC)C,self_polishing,硅基自抛光丙烯酸酯,90.0,75.0,85.0,80.0,True
140.07,-4.3729,77.42999999999999,1.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,10.243878060969514,50.0,2.091111111111111,0.045,0.4444444444444444,OC(=O)C=C.C(=O)[O-].[Na+],self_polishing,丙烯酸钠离子交换型,84.0,68.0,82.0,72.0,True
210.317,3.169500000000002,37.3,1.0,1.0,2.0,2.0,0.0,15.0,0.9230769230769232,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.397728191254154,36.24575,2.16,0.275,0.1333333333333333,OC(=O)C1CC2CCC(C(C)C)C2CC1,self_polishing,松香改性SPC,80.0,62.0,78.0,66.0,True
139.15399999999997,0.5564999999999998,66.48,3.0,3.0,1.0,1.0,1.0,10.0,0.1428571428571428,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5668683616712435,40.96525,2.38,0.15,0.3,NCc1ccc(O)c(O)c1,bioinspired,多巴胺(仿贻贝),78.0,72.0,75.0,74.0,True
85.10600000000001,-0.1036,29.1,1.0,1.0,0.0,1.0,0.0,6.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73388480248161,41.4554,2.1,0.13,0.3333333333333333,O=C1CCCN1,bioinspired,PVP单体(聚乙烯吡咯烷酮),76.0,70.0,72.0,70.0,True
170.11999999999998,0.5015999999999998,97.99,4.0,4.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.557136139195864,41.7476,2.38,0.16,0.4166666666666667,OC(=O)c1cc(O)c(O)c(O)c1,bioinspired,没食子酸(仿贻贝粘附),74.0,68.0,70.0,68.0,True
255.22599999999997,0.3979999999999998,127.09,5.0,5.0,1.0,2.0,1.0,18.0,0.2727272727272727,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.615713132674577,43.203,2.48,0.29,0.3888888888888889,OC(=O)c1cc(O)c(O)c(O)c1.O=C1CCCN1,bioinspired,丹宁酸-PVP复合,82.0,76.0,80.0,78.0,True
301.34200000000004,2.776600000000001,71.28,2.0,5.0,6.0,2.0,2.0,22.0,0.2352941176470588,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.649925997703605,38.6351,2.68,0.31,0.2272727272727272,COc1ccc(CCN=Cc2ccc(O)c(OC)c2)cc1O,bioinspired,辣椒素(天然防污),80.0,65.0,82.0,70.0,True
81.389,-0.1213,17.07,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.351202250918429,40.68195,2.0,0.31,0.5,[Zn]=O,nanocomposite,ZnO纳米粒子,72.0,60.0,88.0,68.0,True
143.091,-0.0734,9.23,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.365347925446045,40.6101,2.0,0.015,0.3333333333333333,[Cu]O[Cu],nanocomposite,Cu2O纳米粒子,78.0,65.0,92.0,72.0,True
107.868,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.00375,2.0,0.005,0.0,[Ag],nanocomposite,Ag纳米粒子,75.0,58.0,95.0,68.0,True
79.865,-0.2401,34.14,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.86846553559131,41.36015,2.0,0.315,0.6666666666666666,O=[Ti]=O,nanocomposite,TiO2纳米粒子,76.0,62.0,85.0,72.0,True
60.084,-0.6184000000000001,34.14,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78816323813328,38.9276,1.6,0.015,0.6666666666666666,[Si](=O)(=O),nanocomposite,SiO2纳米粒子,70.0,68.0,55.0,64.0,True
63.546,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.00375,2.0,0.005,0.0,[Cu],nanocomposite,Cu纳米粒子,74.0,60.0,90.0,66.0,True
243.76999999999995,2.5515000000000008,26.3,0.0,2.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.841202773105797,31.17275,1.16,0.355,0.1818181818181818,[Zn]=O.C[Si](C)(C)O[Si](C)(C)C,nanocomposite,ZnO/PDMS复合,80.0,82.0,88.0,80.0,True
305.47200000000004,2.599400000000001,18.46,0.0,2.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.21598051539912,31.1009,1.16,0.06,0.1666666666666666,[Cu]O[Cu].C[Si](C)(C)O[Si](C)(C)C,nanocomposite,Cu2O/PDMS复合,84.0,78.0,92.0,78.0,True
