paperId,title,titleZh,authors,journal,year,doi,citationCount,abstract,url,source
814660900093952001,Slippery liquid-infused porous surfaces fabricated on aluminum as a barrier to corrosion induced by sulfate reducing bacteria,在铝表面制备的注入滑液的多孔表面，作为防止硫酸盐还原菌引起腐蚀的屏障 ,Peng Wang; Zhou Lu; Dun Zhang,Corrosion Science,2015,10.1016/j.corsci.2015.01.015,94,,https://www.sciencedirect.com/science/article/abs/pii/S0010938X15000232,paper-results-PaperSearchToFile_2.json
814588362936549377,Zwitterionic Antifouling Coatings for the Purification of High-Salinity Shale Gas Produced Water,用于高盐度页岩气采出水净化的两性离子防污涂层,Rong Yang; Esma Goktekin; Karen K. Gleason,Langmuir,2015,10.1021/acs.langmuir.5b02795,18,"Fouling refers to the undesirable attachment of organic molecules and microorganisms to submerged surfaces. It is an obstacle to the purification of shale gas produced water and is currently without an effective solution due to the highly contaminated nature of produced water. Here, we demonstrate the direct vapor application of a robust zwitterionic coating to a variety of substrates. The coating remains unprecedentedly hydrophilic, smooth, and effectively antifouling in extremely high salinity",https://pubs.acs.org/doi/10.1021/acs.langmuir.5b02795,paper-results-PaperSearchToFile_1.json
811133419122589698,"Antifouling, Antimicrobial, and Antibiocorrosion Multilayer Coatings Assembled by Layer-by-layer Deposition Involving Host–Guest Interaction",通过涉及主客体相互作用的层层沉积组装的防污、抗菌和抗生物腐蚀多层涂层,Gang Xu; Dicky Pranantyo; Liqun Xu; Koon-Gee Neoh; En-Tang Kang; Serena Lay-Ming Teo,Industrial & Engineering Chemistry Research,2016,10.1021/acs.iecr.6b02190,31,"Layer-by-layer (LBL) deposition of polyethylenimine-β-cyclodextrin (PEI-β-CD) and ferrocene-modified chitosan (Fc-CHT) via host–guest interaction chemistry was developed for the fabrication of low-fouling, antimicrobial, and biocorrosion inhibition multilayer coatings on stainless steel. An electrochemical method is proposed to monitor and determine the LBL deposition process. The resulting multilayer coatings exhibit good resistance to bacterial adhesion, including Pseudomonas sp. and Staphyloc",https://pubs.acs.org/doi/10.1021/acs.iecr.6b02190,paper-results-PaperSearchToFile_2.json
814567387616509956,"Coating morphology and surface composition of acrylic terpolymers with pendant catechol, OEG and perfluoroalkyl groups in varying ratio and the effect on protein adsorption",具有不同比例的侧链儿茶酚、OEG和全氟烷基的丙烯酸三元共聚物的涂层形态和表面组成及其对蛋白质吸附的影响,Jun Zhong; Hua Ji; Jiang Duan; Haiyang Tu; Aidong Zhang,Colloids and Surfaces B Biointerfaces,2016,10.1016/j.colsurfb.2015.12.051,17,,https://www.sciencedirect.com/science/article/abs/pii/S0927776515303994,paper-results-PaperSearchToFile_1.json
811169686749184001,Comparison of laboratory and field testing performance evaluations of siloxane-polyurethane fouling-release marine coatings,硅氧烷 - 聚氨酯防污海洋涂层的实验室与现场测试性能评估比较,Shane J. Stafslien; Stacy Sommer; Dean C. Webster; Rajan Bodkhe; Robert Pieper; Justin Daniels; Lyndsi Vander Wal; Maureen C. Callow; James A. Callow; Emily Ralston; Geoff Swain; Lenora Brewer; Dean Wendt; Gary H. Dickinson; Chin-Sing Lim; Serena Lay-Ming Teo,Biofouling,2016,10.1080/08927014.2016.1211269,19,"A series of eight novel siloxane-polyurethane fouling-release (FR) coatings were assessed for their FR performance in both the laboratory and in the field. Laboratory analysis included adhesion assessments of bacteria, microalgae, macroalgal spores, adult barnacles and pseudobarnacles using high-throughput screening techniques, while field evaluations were conducted in accordance with standardized testing methods at three different ocean testing sites over the course of six-months exposure. The ",https://www.tandfonline.com/doi/abs/10.1080/08927014.2016.1211269,paper-results-PaperSearchToFile_2.json
811120485101207554,Corrosion assessment of infrastructure assets in coastal seas,沿海海域基础设施资产的腐蚀评估,Benjamín Valdez; Jorge Ramirez; Amir Eliezer; Michael Schorr; Rogelio Ramos; Ricardo Salinas,Journal of Marine Engineering & Technology,2016,10.1080/20464177.2016.1247635,20,"The seas play an essential role for the peoples living on their coastal regions, since the marine infrastructure is located in the coasts. Seawater is a corrosive environment that affects infrastructure particularly in polluted seawater. Corrosion and pollution are pernicious chemical, physical processes that impair the quality of the environment and the durability of the marine structures and materials. They are aggravated by the discharge into the sea coast of municipal, industrial and agricul",https://www.tandfonline.com/doi/abs/10.1080/20464177.2016.1247635,paper-results-PaperSearchToFile_1.json
814527523357458432,Dopamine-assisted deposition and zwitteration of hyaluronic acid for the nanoscale fabrication of low-fouling surfaces,用于低污染表面纳米级制造的多巴胺辅助透明质酸沉积及两性离子化,Huijun Ye; Yinqiang Xia; Zhiqiang Liu; Renliang Huang; Rongxin Su; Wei Qi; Libing Wang; Zhimin He,Journal of Materials Chemistry B,2016,10.1039/C6TB01022A,42,"In this study, we proposed a bioinspired approach for the deposition and zwitteration of hyaluronic acid (HA) with a reduced glutathione (GSH) to form a composite layer that functions as a low fouling coating. A polyanion of the HA–dopamine conjugate (HADA) possessing catechol groups was synthesized by carbodiimide chemistry between HA and dopamine. Then, the dopamine conjugated biofunctional polymers (HADA) were grafted onto Au substrates via the transformation of catechol into a quinone group ",https://pubs.rsc.org/en/content/articlelanding/2016/tb/c6tb01022a,paper-results-PaperSearchToFile_1.json
811105067078778880,Fabrication of Slippery Lubricant-Infused Porous Surface with High Underwater Transparency for the Control of Marine Biofouling,用于控制海洋生物污损的具有高水下透明度的注入滑润剂的多孔表面的制备,Peng Wang; Dun Zhang; Shimei Sun; Tianping Li; Yan Sun,ACS Applied Materials & Interfaces,2016,10.1021/acsami.6b09117,108,"Marine optical instruments are bearing serious biofouling problem, which affects the accuracy of data collected. To solve the biofouling problem of marine optical instruments, a novel instance of slippery lubricant-infused porous surface (SLIPS) with high underwater-transparency was designed over glass substrate via infusing lubricant into its porous microstructure fabricated with hydrothermal method. The advantage of SLIPS as antibiofouling strategy to marine optical instruments was proven by c",https://pubs.acs.org/doi/10.1021/acsami.6b09117,paper-results-PaperSearchToFile_2.json
814530202481721344,Hydrolysis-controlled protein adsorption and antifouling behaviors of mixed charged self-assembled monolayer: A molecular simulation study,混合电荷自组装单分子层的水解控制蛋白质吸附及抗污行为：一项分子模拟研究,Jie Liu; Jian Zhou,Acta Biomaterialia,2016,10.1016/j.actbio.2016.04.044,18,,https://www.sciencedirect.com/science/article/abs/pii/S1742706116302069,paper-results-PaperSearchToFile_2.json
811259717346131969,Release and detection of nanosized copper from a commercial antifouling paint,从商用防污漆中释放和检测纳米级铜,Adeyemi S. Adeleye; Ekene A. Oranu; Mengya Tao; Arturo A. Keller,Water Research,2016,10.1016/j.watres.2016.06.056,91,,https://www.sciencedirect.com/science/article/abs/pii/S0043135416304948,paper-results-PaperSearchToFile_1.json
811270254360526849,Slippery Liquid-Infused Porous Surfaces that Prevent Bacterial Surface Fouling and Inhibit Virulence Phenotypes in Surrounding Planktonic Cells,防止细菌表面污染并抑制周围浮游细胞毒力表型的注入滑液的多孔表面,Michael J. Kratochvil; Michael A. Welsh; Uttam Manna; Benjamín J. Ortiz; Helen E. Blackwell; David M. Lynn,ACS Infectious Diseases,2016,10.1021/acsinfecdis.6b00065,59,"Surfaces that can both prevent bacterial biofouling and inhibit the expression of virulence phenotypes in surrounding planktonic bacteria are of interest in a broad range of contexts. Here, we report new slippery-liquid infused porous surfaces (SLIPS) that resist bacterial colonization (owing to inherent “slippery” surface character) and also attenuate virulence phenotypes in non-adherent cells by gradually releasing small-molecule quorum sensing inhibitors (QSIs). QSIs active against Pseudomona",https://pubs.acs.org/doi/10.1021/acsinfecdis.6b00065,paper-results-PaperSearchToFile_2.json
814535727537717248,Surface heterogeneity: a friend or foe of protein adsorption – insights from theoretical simulations,表面非均质性：蛋白质吸附的助力还是阻力——来自理论模拟的见解,Matthew Penna; Kamron Ley; Shane Maclaughlin; Irene Yarovsky,Faraday Discussions,2016,10.1039/C6FD00050A,21,"A lack in the detailed understanding of mechanisms through which proteins adsorb or are repelled at various solid/liquid interfaces limits the capacity to rationally design and produce more sophisticated surfaces with controlled protein adsorption in both biomedical and industrial settings. To date there are three main approaches to achieve anti biofouling efficacy, namely chemically adjusting the surface hydrophobicity and introducing various degrees of surface roughness, or a combination of bo",https://pubs.rsc.org/en/content/articlelanding/2016/fd/c6fd00050a,paper-results-PaperSearchToFile_2.json
814535248854384640,Temperature-dependent phase-segregation behavior and antifouling performance of UV-curable methacrylated PDMS/PEG coatings,紫外光固化甲基丙烯酸化聚二甲基硅氧烷/聚乙二醇涂层的温度依赖性相分离行为及防污性能,Yunjiao Gu; Shuxue Zhou; Huali Luo; Limin Wu; Wei Gao; Jinlong Yang,Journal of Polymer Science Part B Polymer Physics,2016,10.1002/polb.24064,12,"Controllable phase segregation adjustment for immiscible polymer blends has always been tough, which hinders the development of amphiphilic antifouling coatings from more accessible blends. Herein, methacrylated poly(dimethylsiloxane) (PDMS-MA) was synthesized and mixed with poly(ethylene glycol)methylether methacrylate (PEG-MA). It was interestingly discovered that these PDMS-MA/PEG-MA blends displayed upper critical solution temperatures (UCST) due to thermo-induced conformational change of PE",https://onlinelibrary.wiley.com/doi/10.1002/polb.24064,paper-results-PaperSearchToFile_1.json
813115569430593536, The Dispersion Tolerance of Micro/Nano Particle in Polydimethylsiloxane and Its Influence on the Properties of Fouling Release Coatings Based on Polydimethylsiloxane ,微/纳米颗粒在聚二甲基硅氧烷中的分散耐受性及其对聚二甲基硅氧烷基污损释放涂层性能的影响,Miao Ba; Zhanping Zhang; Yuhong Qi,Coatings,2017,10.3390/coatings7070107,12,"Particles can be used to improve the mechanical properties of fouling release coatings based on polydimethylsiloxane (PDMS). In this study, coatings were prepared by high speed stirring using seven types of particles, with different particle size from nanometer to micrometer. The influence of specific surface area of the particles on the dispersion tolerance was investigated. The results showed that the dispersion tolerance of particles in PDMS decreased with the increase in specific surface are",https://www.mdpi.com/2079-6412/7/7/107,paper-results-PaperSearchToFile_1.json
811060838432505857,A brief review of recent developments in the designs that prevent bio-fouling on silicon and silicon-based materials,对近期防止硅及硅基材料生物污染的设计进展的简要回顾,Xiaoning Zhang; DaShan Brodus; Valerie Hollimon; Hongmei Hu,Chemistry Central Journal,2017,10.1186/s13065-017-0246-8,27,"Silicon and silicon-based materials are essential to our daily life. They are widely used in healthcare and manufacturing. However, silicon and silicon-based materials are susceptible to bio-fouling, which is of great concern in numerous applications. To date, interdisciplinary research in surface science, polymer science, biology, and engineering has led to the implementation of antifouling strategies for silicon-based materials. However, a review to discuss those antifouling strategies for sil",https://bmcchem.biomedcentral.com/articles/10.1186/s13065-017-0246-8,paper-results-PaperSearchToFile_2.json
811042503766573057,A molecular dynamics study on the adsorption of a mussel protein on two different films: Polymer film and a SAM,一项关于贻贝蛋白在两种不同薄膜（聚合物薄膜和自组装单分子层（SAM））上吸附的分子动力学研究,Cunxue He; Heng Zhang; Cunguo Lin; Li Wang; Shiling Yuan,Chemical Physics Letters,2017,10.1016/j.cplett.2017.03.070,4,,https://www.sciencedirect.com/science/article/abs/pii/S0009261417302968,paper-results-PaperSearchToFile_2.json
813112070005325827,A new flow-through bioassay for testing low-emission antifouling coatings,一种用于测试低排放防污涂料的新型流通式生物测定法,Christian Pansch; Per R. Jonsson; Mattias Berglin; Emiliano Pinori; Anna-Lisa Wrange,Biofouling,2017,10.1080/08927014.2017.1349897,5,"Current antifouling (AF) technologies are based on the continuous release of biocides into the water, and consequently discharge into the environment. Major efforts to develop more environmentally friendly coatings require efficient testing in laboratory assays, followed by field studies. Barnacles are important fouling organisms worldwide, increasing hydrodynamic drag on ships and damaging coatings on underwater surfaces, and thus are extensively used as models in AF research, mostly in static,",https://www.tandfonline.com/doi/abs/10.1080/08927014.2017.1349897,paper-results-PaperSearchToFile_2.json
811052528710975488,Amphiphilic Polymer Platforms: Surface Engineering of Films for Marine Antibiofouling,两亲性聚合物平台：用于海洋防污的薄膜表面工程,Giancarlo Galli; Elisa Martinelli,Macromolecular Rapid Communications,2017,10.1002/marc.201600704,79,"A range of amphiphilic polymers with diverse macromolecular architectures has been developed and incorporated into films and coatings with potential for marine antibiofouling applications, without resorting to addition of currently used biocidal, toxic agents. Novel “green” chemical technologies employ different building blocks to endow the polymer film with surface activity, functionality, structure, and reconstruction according to the outer environment as a result of a tailored amphiphilic cha",https://onlinelibrary.wiley.com/doi/10.1002/marc.201600704,paper-results-PaperSearchToFile_1.json
1134875128388124672,Development and Application of Antifouling Coatings Based on Fluorinated Amphiphilic Polymer Brushes,含氟两亲性聚合物刷构筑及防污应用研究进展,Shu TIAN; Wen-qing LIU; Zhi-xiong LIU; Ji-bin PU; Li-ping WANG,Surface Technology,2017,10.16490/j.cnki.issn.1001-3660.2017.11.016,0,"Surface grafted polymer brush is an effective method of improving surface physicochemical property and pre-venting adsorption of biomacromolecules including protein as well as other fouling organisms. Fluoropolymer is an ideal con-stituent forming amphiphilic polymer brush due to its strong hydrophobicity, low surface energy and low surface adhesive force. Forming method, category and antifouling mechanism of fluorine-containing amphiphilic polymer brush were overviewed, latest research results ",https://doi.org/10.16490/j.cnki.issn.1001-3660.2017.11.016,paper-results-PaperSearchToFile_1.json
813132263469350912,Fouling-resistant behavior of liquid-infused porous slippery surfaces,液体注入多孔光滑表面的抗污行为,Dan Zhao; Xiao-dong Xu; Shuai-shuai Yuan; Shun-jie Yan; Xiang-hong Wang; Shi-fang Luan; Jing-hua Yin,Chinese Journal of Polymer Science,2017,10.1007/s10118-017-1930-9,12,"Marine economy is seriously affected by marine biofouling, which has plagued people for thousands of years. Although various strategies have been developed to protect artificial surfaces against marine biofouling, cost-effective biofouling-resistant coating is still a goal in pursue. Herein, a cost-effective liquid-infused porous slippery surface (LIPSS) was facilely prepared by using poly(styrene-b-(ethylene-co-butylene)-b-styrene) (SEBS) elastomer to form microsphere surfaces, followed by infu",https://link.springer.com/article/10.1007/s10118-017-1930-9,paper-results-PaperSearchToFile_2.json
811074231889559553,Funktionelle Isoeugenol-modifizierte Nanogel-Beschichtungen für biologische Grenzflächen,用于生物界面的功能性异丁香酚修饰的纳米凝胶涂层,Michael Kather; Merle Skischus; Pierre Kandt; Prof. Andrij Pich; Prof. Georg Conrads; Dr. Sabine Neuss,Angewandte Chemie,2017,10.1002/ange.201609180,3,"Abstract Es wurde eine neue Route zur Synthese funktioneller wässriger Nanogele mit kontrollierter Isoeugenol‐Oberflächenbeladung entwickelt. Die so erhaltenen Nanogele haben zwei Schlüsselfunktionen: a) antibakterielle Aktivität gegen diverse orale Krankheitserreger sowie b) zelladhäsive und zellwachstumsfördernde Eigenschaften. Diese funktionellen Nanogele sind potenzielle Bausteine für bioaktive Beschichtungen auf verschiedenen Implantaten, die zur Verhinderung von Infektionen und zur Förderu",https://onlinelibrary.wiley.com/doi/10.1002/ange.201609180,paper-results-PaperSearchToFile_2.json
811028047447719936,Methods of assessing antifouling and foul-release efficacy of non-toxic marine coatings,,Dean E. Wendt,Green Materials,2017,10.1680/jgrma.17.00002,3,Methods for assessing non-toxic antifouling coatings...,,inline_search
813132680806793218,Oligopeptide-modified hydrophobic and hydrophilic polymers as antifouling coatings,,David R. Calabrese; Brandon M. Wenning; Hilda Buss; John A. Finlay; Daniel Fischer; Anthony S. Clare; Rachel A. Segalman; Christopher K. Ober,Green Materials,2017,10.1680/jgrma.17.00006,7,Oligopeptide modified hydrophobic hydrophilic polymer antifouling coating,,inline_search_new
811102800569171970,PDMS-based films containing surface-active amphiphilic block copolymers to combat fouling from barnacles,,Matteo Oliva; Elisa Martinelli; Giancarlo Galli; Carlo Pretti,Polymer,2017,10.1016/j.polymer.2016.12.021,26,PDMS amphiphilic block copolymer barnacle fouling antifouling,,inline_search_new
813091161324388355,Polymer brushes on structural surfaces: a novel synergistic strategy for perfectly resisting algae settlement,结构表面的聚合物刷：一种完美抵抗藻类附着的新型协同策略,Yu Zhang; Haiyuan Hu; Xiaowei Pei; Yupeng Liu; Qian Ye; Feng Zhou,Biomaterials Science,2017,10.1039/C7BM00842B,17,"The current paper reports a novel model of a marine antibiofouling surface based on polymer brushes on a wrinkled silicone elastomer. Polymer brushes (POEGMA and PSPMA) were grafted via surface-initiated atom transfer radical polymerization (SI-ATRP). Successful grafting was verified with various characterization techniques including infrared spectroscopy, X-ray photoelectron spectroscopy and contact angle measurements. A series of laboratory static and dynamic bioassays as well as field immersi",https://pubs.rsc.org/en/content/articlelanding/2017/bm/c7bm00842b,paper-results-PaperSearchToFile_1.json
813118343245463553,Preparation and evaluation of amphiphilic polymer as fouling-release coating in marine environment,两亲性聚合物作为海洋环境中防污涂层的制备与评价,Jiang Li; Zhuolin Xie; Guoqing Wang; Chunhua Ding; Hong Jiang; Peiqing Wang,Journal of Coatings Technology and Research,2017,10.1007/s11998-017-9935-4,5,"Polystyrene–polybutadiene–polystyrene (SBS), vinyl fluoride silicone (BD-FT-LSR) and polyethylene glycol were chosen as the reactors to synthesize amphiphilic polymer which was used to prepare a new type of fouling-release coating. To evaluate the fouling-release performance and explore the mechanism of the coating, artificial and real-sea environment tests were carried out in the experiments, respectively. IR and 1H NMR were utilized to characterize the structure of the polymer. The effect of f",https://link.springer.com/article/10.1007/s11998-017-9935-4,paper-results-PaperSearchToFile_1.json
813109471894044674,Reinforcement effects of multiwall carbon nanotubes and graphene oxide on PDMS marine coatings,多壁碳纳米管和氧化石墨烯对聚二甲基硅氧烷海洋涂料的增强作用,Levent Cavas; Pelin Gokfiliz Yildiz; Paraskevi Mimigianni; Andreas Sapalidis; Stephanos Nitodas,Journal of Coatings Technology and Research,2017,10.1007/s11998-017-9956-z,31,"Poly (dimethyl siloxane) (PDMS) is a model silicon elastomer used as marine fouling-release coating, because it meets the fouling-release zone conditions of the Baier curve. However, weak mechanical properties limit its use. In this aspect, incorporation of carbon nanoparticles into PDMS is a common method for improving its mechanical properties. Since effective dispersion of nanofillers into polymer matrices is a challenge, a major aim of this study was to examine the PDMS mechanical reinforcem",https://link.springer.com/article/10.1007/s11998-017-9956-z,paper-results-PaperSearchToFile_1.json
813134311275364353,Surface sensing and stress-signalling in Ulva and fouling diatoms – potential targets for antifouling: a review,石莼和污损硅藻中的表面传感与应激信号传导——防污的潜在靶点：综述,Stephanie E. M. Thompson; Juliet C. Coates,Biofouling,2017,10.1080/08927014.2017.1319473,6,"Understanding the underlying signalling pathways that enable fouling algae to sense and respond to surfaces is essential in the design of environmentally friendly coatings. Both the green alga Ulva and diverse diatoms are important ecologically and economically as they are persistent biofoulers. Ulva spores exhibit rapid secretion, allowing them to adhere quickly and permanently to a ship, whilst diatoms secrete an abundance of extracellular polymeric substances (EPS), which are highly adaptable",https://www.tandfonline.com/doi/abs/10.1080/08927014.2017.1319473,paper-results-PaperSearchToFile_2.json
811035333188648962,"The corrosivity and performance evaluation of antifouling paint exposed in seawater Muara Baru Port, Jakarta",雅加达丹戎不碌港海水环境中防污漆的腐蚀性及性能评估,L Nuraini; S Prifiharni; G Priyotomo; Sundjono,Journal of Physics Conference Series,2017,10.1088/1742-6596/817/1/012068,1,"Antifouling paints were applied on a wide range of the under seawater structures in order to protect them from the growth of fouling organisms. The performance investigation of two commercial anticorrosion and antifouling paints was conducted in Muara Baru port, Jakarta. The specimens were coated by anticorrosion and/or antifouling paint. Blank specimen (without exposed) were also prepared as a control. On the other hand, bare mild steel was prepared for measure the corrosion rate through weight",https://iopscience.iop.org/article/10.1088/1742-6596/817/1/012068,paper-results-PaperSearchToFile_1.json
813038940633169926, Synthesis of Polydimethylsiloxane-Modified Polyurethane and the Structure and Properties of Its Antifouling Coatings ,聚二甲基硅氧烷改性聚氨酯的合成及其防污涂层的结构与性能,Zhan-Ping Zhang; Xiao-Fei Song; Li-Ying Cui; Yu-Hong Qi,Coatings,2018,10.3390/coatings8050157,33,"Polydimethylsiloxane (PDMS) could be used to improve the antifouling properties of the fouling release coatings based on polyurethane (PU). A series of polydimethylsiloxane-modified polyurethane coatings were synthesized with various PDMS contents, using the solvent-free method. The effects of PDMS content and seawater immersion on the chain structure and surface morphology were investigated by confocal laser scanning microscopy (CLSM), atomic force microscopy (AFM), Fourier transform infrared s",https://www.mdpi.com/2079-6412/8/5/157,paper-results-PaperSearchToFile_1.json
813034402282995712,A comparison of the antifouling performance of air plasma spray (APS) ceramic and high velocity oxygen fuel (HVOF) coatings for use in marine hydraulic applications,用于船舶液压应用的空气等离子喷涂（APS）陶瓷涂层和高速氧燃料（HVOF）涂层的防污性能比较,Richard Piola; Andrew S. M. Ang; Matthew Leigh; Scott A. Wade,Biofouling,2018,10.1080/08927014.2018.1465052,7,"Maritime hydraulic components are often exposed to harsh environmental conditions which can lead to accelerated deterioration, reduced function, equipment failure and costly repair. Two leading causes of maritime hydraulic failure are biofouling accumulation and corrosion. This study examined the antifouling performance of three candidate replacement high velocity oxygen fuel (HVOF) coatings relative to the performance of the current baseline air plasma spray (APS) ceramic coating for protection",https://www.tandfonline.com/doi/abs/10.1080/08927014.2018.1465052,paper-results-PaperSearchToFile_2.json
